Date,Site,Feeder,RFID,ColorBands,SilverBands,Sex,WingLength,Mass,BID,Maturity
11/21/2014,L,F4L; IFBOX 6,0300035E65,GREYPT;S2540-39355/G,2540-39355,M,73,12.25,L90; L322,adult
12/26/2014,L,F8L,0700EE0C1C,BLACKPT;Blue/Blue,,,68,11.37,,
12/26/2014,L,F8L,0700EE1694,BLACKPT;Black/Black,,,70,12.54,,
12/26/2014,L,F8L,0700EE268F,BLACKPT;G/G,,M,73,13.22,,
12/26/2014,L,F8L,0700EE1AE9,BLACKPT;LB/LB,,,70,12.01,L341; L354,
12/26/2014,L,F8L,0700EE07EA,BLACKPT;Y/Y,,M,74,12.66,,
12/26/2014,L,F8L,0700EDAF9D,BLACKPT;O/O,,,72,13.09,,
12/26/2014,L,F8L,0700ED9AA8,BLACKPT;Grey/Grey,,,69,12.74,,
12/26/2014,L,F8L,0700EDB7ED,BLACKPT;LG/LG,,M,71,13.05,L253,
12/26/2014,L,F8L,0700EDC868,BLACKPT;W/W,,F,71,11.59,,
12/26/2014,L,F3L,0300039338,Black/Black;BLUEPT,,,70,11.93,,
12/26/2014,L,F3L,0700EDC784,BLUEPT;Grey/Grey,,,69,11.23,,
12/26/2014,L,F3L,030001C868,BLUEPT;W/W,,,72,12.09,,
12/26/2014,L,F3L,030001A1C9,BLUEPT;S2720-43477/LB,2720-43477,M,75,12.68,,adult
12/26/2014,L,F3L,03000210A4,Blue/Blue;BLUEPT,,M,74,12.5,,
12/26/2014,L,F8L,0700EE3B1E,Blue/Blue;BLACKPT,,F,66,11.96,L255,
12/26/2014,L,F3L,0700EDD143,G/G;BLUEPT,,M,73,13.2,,
12/26/2014,L,F8L,03000338A4,Grey/Grey;BLUEPT,,,69,12.16,L254,
12/26/2014,L,F8L,0300028599,LB/LB;BLUEPT,,M,74,12.94,,
12/26/2014,L,F3L,0700EDC275,LG/LG;BLUEPT,,F,67,11.05,L99,
12/26/2014,L,F8L,030001B0D7,O/O;BLUEPT,,,69,12.45,,
12/26/2014,L,F8L,0700EDD343,W/W;BLUEPT,,F,66,12.07,,
12/26/2014,L,F8L,0700EE1AAD,Y/Y;BLUEPT,,,71,12.81,L355,
1/9/2015,L,FS F1 L,0700EDF229,Black/Black;BLACKPT,,,67.5,,,
1/9/2015,L,FS F1 L,0700EE2652,G/G;BLACKPT,,,69.5,,,
1/14/2015,L,F3L,0300019E94,BLUEPT;Y/S2720-43597,2720-43597,,70,11.9,,juv
1/14/2015,L,F3L,0700EE26D8,BLUEPT;S2720-43636/Y,2720-43636,,71,11.2,L228; L281; L352,juv
1/14/2015,L,F3L,0700EE16FA,BLUEPT;O/S2720-43543,2720-43543,F,66,11.01,,juv
1/14/2015,L,F3L,0700EDFF75,Grey/Grey;BLACKPT,,F,71,,,
1/14/2015,L,F3L,0700EDF2A7,LB/LB;BLACKPT,,,68,10.34,,
1/14/2015,L,F3L,0700EDE803,LG/LG;BLACKPT,,M,75.5,12.76,,
1/14/2015,L,F3L,0700EE3386,O/O;BLACKPT,,F,69,11.2,L340,
1/14/2015,L,F3L,0700EDD3BC,Y/Y;BLACKPT,,,67.5,10.57,,
6/22/2015,L,BOX 5 L,03000357DA,W/W;BLACKPT,,F,65.5,,L93,adult
6/22/2015,L,BOX 4 L,030002A272,YPT;Blue/Blue,,M,72,,L100,adult
6/22/2015,L,BOX 4 L,03000328BB,YPT;Black/Black,,F,66,,L101,adult
6/22/2015,L,BOX 67 L,0300038D22,YPT;G/G,,M,70,,L102,adult
6/22/2015,L,BOX 5 L,03000274CD,YPT;LB/LB,,M,75,,L94,adult
6/22/2015,L,BOX 14 L,030002AF09,YPT;Y/S2720-43467,2720-43467,F,68,,L95,adult
6/22/2015,L,BOX 14 L,0300030FD8,YPT;Y/Y,,M,73,,L96; L876,adult
6/22/2015,L,BOX 42 L,03000365FE,YPT;O/O,,M,71.5,,L97,adult
6/24/2015,L,BOX 68 L,030002CF5E,YPT;Grey/Grey,,F,72,,L110,adult
6/24/2015,L,BOX 64A L,030001CC09,YPT;W/W,,F,68.5,,L115,adult
6/30/2015,L,BOX 19 L,03000209BC,Black/Black;YPT,,F,66.5,,L158,adult
6/30/2015,L,BOX 19 L,0700EE2D14,Blue/Blue;YPT,,M,72,,L157,adult
6/30/2015,L,BOX 34 L,0300023DD0,G/G;YPT,,F,68,,L159,adult
6/30/2015,L,BOX 95 L,030001EC87,LG/LG;YPT,,F,71.5,,L160,adult
7/1/2015,L,BOX 82 L,0700EE243D,GREYPT;S2540-39284/Y,2540-39284,M,75,,L167,adult
7/1/2015,L,BOX 82 L,0300022151,Grey/Grey;YPT,,F,69.5,,L166,adult
7/1/2015,L,BOX 28 L,0300035D05,LB/LB;YPT,,F,64,,L162,adult
7/1/2015,L,BOX 95 L,03000321CC,O/O;YPT,,M,70,,L165,adult
7/1/2015,L,BOX 26 L,030002FE1D,YPT;O/S2720-43594,2720-43594,F,66.5,,L161,adult
7/1/2015,L,BOX 28 L,0300039CDC,YPT;LG/S2720-43476,2720-43476,M,74,,L163,adult
7/1/2015,L,BOX 59 L,0300027CC1,Y/Y;YPT,,F,67.5,,L164,adult
7/2/2015,L,BOX 57 L,0300025B42,GREYPT;Blue/Blue,,F,66.5,,L169,adult
7/2/2015,L,BOX 9 L,0300023AA1,GREYPT;O/S2720-43494,2720-43494,M,72.5,,L170,adult
7/2/2015,L,BOX 9 L,0300020B2F,GREYPT;Blue/S2720-43505,2720-43505,F,66.5,,L171,adult
7/2/2015,L,BOX 57 L,030003A40E,W/W;YPT,,M,70.5,,L168; L264,adult
7/4/2015,L,BOX 38 L,0700EDFF49,GREYPT;Black/S2720-43488,2720-43488,F,66,,L202,adult
7/4/2015,L,BOX 38 L,0700EDBBDA,GREYPT;G/S2720-43544,2720-43544,M,69,,L203,adult
7/4/2015,L,BOX 86 L,0700EE2D2F,GREYPT;Black/Black,,F,68,,L204,adult
8/19/2015,L,F3L,0700EDF117,GREYPT;G/G,,F,65,11.68,L226,
8/19/2015,L,F3L,0700EE2C9F,GREYPT;LG/LG,,F,68,10.96,L227,adult
8/19/2015,L,F3L,0700EE052C,GREYPT;LB/LB,,F,66,10.53,L230; L924,
8/19/2015,L,F3L,0700EDAF92,GREYPT;Y/Y,,,70.5,11.76,L229,juv
8/19/2015,L,F3L,0700EDADAF,GREYPT;O/O,,F,73.5,12.65,L232,adult
8/19/2015,L,F3L,0700EDA9B0,GREYPT;Grey/Grey,,,71,11.59,L233,juv
8/19/2015,L,F3L,0700EE164C,YPT;W/S2740-25339,2740-25339,,68.5,11.66,LF200; L200,juv
8/19/2015,L,F3L,0700EE4393,YPT;S2740-25039/W,2740-25039,,71,11.76,L225,juv
8/19/2015,L,F2L,0700EDC967,YPT;Black/S2540-39203,2540-39203,M,72.5,12.92,L231,adult
8/24/2015,L,F6L,0700EDB700,Black/Black;GREYPT,,,69,10.75,L237,adult
8/24/2015,L,F6L,0700EE2E69,BLUEPT;G/LG,,,72,12.82,L245,juv
8/24/2015,L,F6L,0700EE0CAF,BLUEPT;G/LB,,,70,11.78,L248,juv
8/24/2015,L,F6L,0700EE0CE2,BLUEPT;G/Blue,,,72,11.47,L249,juv
8/24/2015,L,F6L,0700EE403D,BLUEPT;G/Y,,F,66,10.7,L250,juv
8/24/2015,L,F6L,0700EDB9A3,Blue/Blue;GREYPT,,,70,12.15,L236,juv
8/24/2015,L,F6L,0700EDB8E2,G/G;GREYPT,,M,70,11.55,L238,adult
8/24/2015,L,F4L,0700EE04E2,GREYPT;W/S2740-25042,2740-25042,,71,11.53,L234,juv
8/24/2015,L,F5L,0700EDF56D,GREYPT;W/W,,M,71.5,11.92,L235,juv
8/24/2015,L,F5L,0700EDE0DC,Grey/Grey;GREYPT,,M,73,12.18,L243,juv
8/24/2015,L,F6L,0700ED9150,LB/LB;GREYPT,,F,66.5,10.65,L240,juv
8/24/2015,L,F6L,0700EDF371,LG/LG;GREYPT,,,69,11.41,L239,juv
8/24/2015,L,F5L,0700EDBE94,O/O;GREYPT,,,70,11.19,L242,adult
8/24/2015,L,F6L,0700EDF9A8,W/W;GREYPT,,F,66,11.2,L244,juv
8/24/2015,L,F5L,0700EE0CD0,YPT;S2720-43485/LB,2720-43485,,70.5,11.83,L247,adult
8/24/2015,L,F5L,0700EDEA14,Y/Y;GREYPT,,M,72.5,12.24,L241,adult
8/31/2015,L,F9L,0700EE3D69,BLACKPT;G/LG,,F,66.5,11.43,L274,adult
8/31/2015,L,F9L,0700ED86F9,BLACKPT;G/LB,,F,66.5,12.37,L276,adult
8/31/2015,L,F7L,0700EE106D,BLACKPT;G/Blue,,,69.5,12.06,L277,
8/31/2015,L,F7L,0700EE27EB,BLUEPT;G/O,,,,,L252,
8/31/2015,L,F9L,0700EDA64F,BLUEPT;G/W,,,68,11.23,L256,juv
8/31/2015,L,F9L,0700EE122D,BLUEPT;G/Black,,,69,10.67,L257,juv
8/31/2015,L,F9L,0700EDA810,BLUEPT;G/Grey,,M,73.5,12.26,L258,adult
8/31/2015,L,F9L,0700EDEDCD,G/Black;BLUEPT,,,67.5,11.45,L272,
8/31/2015,L,F9L,0700EDD440,G/Blue;BLUEPT,,M,73,11.56,L261; L735,adult
8/31/2015,L,F7L,0700EDC62E,G/Grey;BLUEPT,,,68,11.46,L273,juv
8/31/2015,L,F9L,0700EDECF8,G/LB;BLUEPT,,,71,12.11,L259,adult
8/31/2015,L,F9L,0700EDF2CA,G/LG;BLUEPT,,M,75,12.07,L260,adult
8/31/2015,L,F8L,0700EE4473,G/O;BLUEPT,,,71,,L268,adult
8/31/2015,L,F8L,0700EDAF28,G/W;BLUEPT,,,69,11.21,L270,juv
8/31/2015,L,F9L,0700EDA1F5,G/Y;BLUEPT,,F,67,10.46,L265,adult
9/4/2015,L,F3L,0700ED935E,BLACKPT;G/Y,,,71.5,11.62,L278,adult
9/4/2015,L,F3L,0700EDA1AE,BLACKPT;S2720-43489/W,2720-43489,F,71,10.78,L279,adult
9/4/2015,L,F3L,0700EDB448,BLACKPT;G/O,,F,67,10.5,L280,juv
9/4/2015,L,F2L,0700EE35C0,BLACKPT;G/W,,,70,11.16,L283,adult
9/4/2015,L,F2L,0700EDA8DD,BLACKPT;G/Black,,,70,11.61,L284,adult
9/4/2015,L,F4L,0700EDC72C,BLACKPT;G/Grey,,,72,11.24,L286,adult
9/4/2015,L,F5L,0700EDE9FE,BLACKPT;W/S2720-43486,2720-43486,,70,11.82,L292,adult
9/4/2015,L,F3L,0700EDFC73,BLACKPT;Y/S2740-25096,2740-25096,,70.5,12.4,L294,juv
9/4/2015,L,F4L,0700ED97FC,BLUEPT;W/S2720-43493,2720-43493,F,69.5,11.36,L302,adult
9/4/2015,L,F6L,0700EE1D35,G/Black;BLACKPT,,F,69,11.03,L298; L380,adult
9/4/2015,L,F3L,0700EDB10A,G/Blue;BLACKPT,,F,70.5,11.96,L289,juv
9/4/2015,L,F5L,0700ED8B4D,G/Grey;BLACKPT,,,69,12.52,L299,juv
9/4/2015,L,F2L,0700ED9156,G/LB;BLACKPT,,F,70.5,11.34,L288; L682,
9/4/2015,L,F4L,0700EDA70B,G/LG;BLACKPT,,M,71,11.69,L287,adult
9/4/2015,L,F3L,0700EDF46B,G/O;BLACKPT,,,71,10.17,L296,adult
9/4/2015,L,F5L,0700EDC6A6,G/W;BLACKPT,,F,67,11.04,L297,adult
9/4/2015,L,F5L,0700EDA6A5,G/Y;BLACKPT,,,70,12.15,L291?,juv
9/4/2015,L,F5L,0700EE01DB,YPT;G/LG,,,71.5,12.73,L300,juv
9/4/2015,L,F9L,0700ED8C62,YPT;G/LB,,,70,11.75,L303,juv
9/9/2015,L,F8L,0700EDC0CD,G/Black;YPT,,,69.5,11.1,L317,juv
9/9/2015,L,F10L,0700EDCC4E,G/Blue;YPT,,,72,12.34,L313,juv
9/9/2015,L,F10L,0700EDCFEE,G/LB;YPT,,,68,10.88,L312,
9/9/2015,L,F10L,0700EDC1CA,G/LG;YPT,,,68,10.87,L309,
9/9/2015,L,F8L,0700EE0C3E,G/O;YPT,,,71,10.91,L315,adult
9/9/2015,L,F8L,0700EE2529,G/W;YPT,,,70,11.71,L316,juv
9/9/2015,L,F10L,0700EE2CC3,G/Y;YPT,,,69,10.25,L314,
9/9/2015,L,F9L,0700EDCEB2,YPT;G/Blue,,,70,12.14,L304,juv
9/9/2015,L,F10L,0700EDF754,YPT;G/Y,,,72,12.52,L305,
9/9/2015,L,F10L,0700EDBD29,YPT;G/O,,,71,,,juv
9/9/2015,L,F10L,0700EDBAD4,YPT;G/W,,,69.5,10.8,L306,adult
9/9/2015,L,F10L,0700EDF4B5,YPT;G/Black,,,71.5,11.76,L307,juv
9/9/2015,L,F10L,0700EDAAE7,YPT;G/Grey,,M,73,11.32,L308,
9/18/2015,L,F3L,0700EDC4F2,G/Black;GREYPT,,,68,11.7,L339?,juv
9/18/2015,L,?,0700EE4214,G/Blue;GREYPT,,,70.5,11.72,L335,adult
9/18/2015,L,F1L,0700EE1664,G/Grey;YPT,,M,70,11.96,L319,
9/18/2015,L,F1L,0700EE3D89,G/LB;GREYPT,,M,72.5,12.22,L333,adult
9/18/2015,L,F5L,0700EDECD8,G/O;GREYPT,,,71,11.32,L337,
9/18/2015,L,F3L,0700EE43B8,G/W;GREYPT,,M,73.5,12.06,L338,juv
9/18/2015,L,?,0700EDFEE7,G/Y;GREYPT,,F,67,10.81,L336,adult
9/18/2015,L,F4L,0110179868,GREENPT;S2720-43492,2720-43492,,,,L325,adult
9/18/2015,L,F4L,0700EE28B9,GREYPT;G/LB,,M,74.5,12.15,L320; L749,adult
9/18/2015,L,F1L,0700EDA554,GREYPT;G/Blue,,,68,10.65,L321,adult
9/18/2015,L,F1L,0700EDFD3A,GREYPT;G/Y,,M,74.4,12.12,L323; L773,
9/18/2015,L,F3L,0700EE3A95,GREYPT;G/O,,,68,11.43,L326,juv
9/18/2015,L,?,0700EE0B52,GREYPT;G/W,,,72.5,11.92,L328,adult
9/18/2015,L,F3L,0700EE231A,GREYPT;G/Black,,,70.5,12.59,L329,
9/18/2015,L,F4L,0700EDF88A,GREYPT;G/Grey,,,72.5,12.32,L332,
9/23/2015,L,F10L,0700EDEFDE,BLUEPT;B/G,,,70,11.98,L343,
9/23/2015,L,F9L,0700EDD17B,BLUEPT;B/LG,,M,73,12.05,L345,
9/23/2015,L,F7L,0700EDFCB1,G/Grey;GREYPT,,M,74,12.11,L342,juv
10/21/2015,L,F9L,0700EDB3B3,B/G;BLUEPT,,,72,,L358,
10/21/2015,L,F8L,0700EDE972,B/LB;BLUEPT,,,70,,L959,
10/21/2015,L,F9L,0700EE2A15,B/LG;BLUEPT,,F,67,,L359,
10/21/2015,L,F9L,0700EDF8B6,B/O;BLUEPT,,M,75,,L360,
10/21/2015,L,F9L,0700EE3876,B/W;BLUEPT,,M,73.5,,L362,
10/21/2015,L,F3L,0700EDAA0B,B/Y;BLUEPT,,,69,,L363,
10/21/2015,L,F2L,0700EE3402,BLUEPT;B/LG,,M,76.5,12.05,L348,
10/21/2015,L,F2L,0700EDB2AB,BLUEPT;B/O,,M,73.5,11.27,L349,
10/21/2015,L,F4L,0700EE05D4,BLUEPT;B/W,,M,74,11.13,L350; L738; L815,
10/21/2015,L,F3L,0700EDD808,BLUEPT;B/Y,,,70.5,10.91,L351,
10/21/2015,L,F7L,0700EDE95E,BLUEPT;B/Black,,M,73.5,11.4,L353,
10/21/2015,L,F8L,0700EDF33B,BLUEPT;B/Grey,,M,74,,L356,
10/21/2015,L,F8L,0700EDE6A4,BLUEPT;Y/LB,,,67.5,,L365,
10/21/2015,L,F8L,0700EE404E,BLUEPT;Y/G,,,69.5,,L366,
10/21/2015,L,F3L,0700EDD66C,BLUEPT;Y/W,,M,74,,L367,
10/21/2015,L,F7L,0700EDA83E,GREYPT;G/LG,,,69,10.57,L346,
10/21/2015,L,F9L,0700EDAC08,YPT;S2720-43572,2720-43572,,71,11.54,L347,adult
10/23/2015,L,F5L,0700EE44ED,B/Black;BLUEPT,,,69,9.96,L368,
10/23/2015,L,F5L,0700EE3A90,B/Grey;BLUEPT,,,69,10.5,L369,
10/23/2015,L,F5L,0700EDEF2A,BLACKPT;B/G,,,72.5,11.39,L370,
10/23/2015,L,F5L,0700EDADD0,BLACKPT;B/LG,,,72,11.2,L371,
10/23/2015,L,F5L,0700ED86DA,BLACKPT;B/O,,,68,11.89,L372,
10/23/2015,L,F5L,0700EE074E,BLACKPT;B/W,,M,74.5,11.66,L373,
10/23/2015,L,F5L,0700EDD6CF,BLACKPT;B/Y,,M,73,11.51,L374,
10/23/2015,L,F6L,0700EDD2F8,BLACKPT;B/LB,,,72,11.05,L375,
10/23/2015,L,F5L,0700EDD085,BLACKPT;B/Black,,M,73,,L376,
11/14/2015,L,F8L,0700EDC40A,B/Black;BLACKPT,,,72,,,
11/14/2015,L,F3L,0700EDCF76,B/Black;YPT,,,72,,,
11/14/2015,L,F3L,0700EDD8B9,B/G;BLACKPT,,M,73.5,,L423,
11/14/2015,L,F3L,0700EDAB41,B/G;YPT,,,70.5,,,
11/14/2015,L,F8L,0700ED8E00,B/Grey;BLACKPT,,,70,,,
11/14/2015,L,F8L,0700EDBEED,B/Grey;YPT,,,68,,,
11/14/2015,L,F3L,0700ED8825,B/LB;BLACKPT,,M,73,,,
11/14/2015,L,F3L,0700EDEC59,B/LB;YPT,,M,75,,,
11/14/2015,L,F3L,0700EE184D,B/O;BLACKPT,,,72,,,
11/14/2015,L,F3L,0700EE05F8,B/O;YPT,,,69,,,
11/14/2015,L,F3L,0700EE3E16,B/W;BLACKPT,,,69,,,
11/14/2015,L,F3L,0700EDD7D6,B/W;YPT,,,70,,,
11/14/2015,L,F3L,0700ED9C95,B/Y;BLACKPT,,,71,,,
11/14/2015,L,F3L,0700EE1EB9,B/Y;YPT,,,72,,,
11/14/2015,L,F3L,0700EDD14F,BLACKPT;B/Grey,,F,67,,,
11/14/2015,L,F8L,0700EDC6C0,GREYPT;B/G,,M,71,,L887,
11/14/2015,L,F8L,0700EE1812,GREYPT;B/O,,,69.5,,,
11/14/2015,L,F3L,011017A80B,WPT;S2540-39279,2540-39279,F,65,,,adult
11/14/2015,L,F8L,0700EDE020,YPT;B/G,,M,73,,L695,
11/14/2015,L,F8L,0700EDC1AB,YPT;B/O,,M,74,,,
11/14/2015,L,F8L,0700EDEF57,YPT;B/W,,M,70,,L615**NOT A LOT!,
11/14/2015,L,F8L,0700EE2425,YPT;B/Y,,M,73,,L917,
11/14/2015,L,F8L,0700EE20F1,YPT;B/LB,,,70,,,
11/14/2015,L,F8L,0700EE16D8,YPT;B/Black,,,70,,,
11/14/2015,L,F3L,0700ED8B6F,YPT;B/Grey,,M,75,,,
1/25/2016,L,F8L,0700EE17CA,B/Black;GREYPT,,M,73,,,
1/25/2016,L,F8L,0700EE2A32,B/G;GREYPT,,,71,,,
1/25/2016,L,F8L,0700EE38ED,YPT;S2540-39281/O,2540-39281,,71,,,adult
1/25/2016,L,F8L,0700EE3B91,B/Grey;GREYPT,,,72,,,
1/25/2016,L,F8L,0700EDDB0C,B/LB;GREYPT,,,71,,,
1/25/2016,L,F8L,0700EDDE94,B/O;GREYPT,,F,67,,,
1/25/2016,L,F8L,0700EDB578,B/W;GREYPT,,,72,,,
1/25/2016,L,F8L,0700ED9C97,B/Y;GREYPT,,,68,,,
1/25/2016,L,F8L,0700EDA00D,BLACKPT;Y/B,,M,73,,,
1/25/2016,L,F8L,0700EE1454,BLACKPT;Y/LB,,F,67,,,
1/25/2016,L,F8L,0700EE3E64,BLACKPT;Y/G,,M,75,,,
1/25/2016,L,F8L,0700EDCB5E,BLACKPT;Y/W,,,69,,,
1/25/2016,L,F8L,0700EDFE25,BLACKPT;Y/O,,M,75,,,
1/25/2016,L,F8L,0700EE2033,BLACKPT;Y/Black,,M,75,,,
1/25/2016,L,F3L,0700EE0FBD,BLACKPT;Y/Grey,,M,74,,L379,
1/25/2016,L,F8L,0700EE2499,BLUEPT;Y/B,,,67.5,,,
1/25/2016,L,F8L,0700EDC1B1,BLUEPT;Y/O,,M,72,,L693,
1/25/2016,L,F8L,0300036E10,BLUEPT;Y/Black,,M,74,,,
1/25/2016,L,F8L,03000212EE,BLUEPT;Y/Grey,,,69,,,
1/25/2016,L,F3L,0700EE2C3C,GREYPT;B/W,,,71.5,,,
1/25/2016,L,F3L,0700EE436E,GREYPT;B/Y,,M,76,,,
1/25/2016,L,F3L,0700ED9919,GREYPT;B/LB,,M,74,,,
1/25/2016,L,F8L,0700EE046F,GREYPT;B/Black,,,71,,,
1/25/2016,L,F8L,011017A287,GREENPT;S2720-43529,2720-43529,,70,,,adult
1/25/2016,L,F8L,0700EE2C01,YPT;S2700-26868/Y,2700-26868,M,76,,,
1/25/2016,L,F8L,0700EDCDC8,GREYPT;B/Grey,,M,76,,,
1/25/2016,L,F8L,0700EDE405,Y/B;BLUEPT,,M,73,,,
1/25/2016,L,F3L,0700EDA33C,Y/B;BLACKPT,,,70,,,
1/25/2016,L,F8L,0700EDE944,Y/Black;BLUEPT,,,70,,,
1/25/2016,L,F8L,0700EE232A,Y/G;BLUEPT,,M,73,,,
1/25/2016,L,F8L,0700EE279D,Y/Grey;BLUEPT,,F,69,,L617,
1/25/2016,L,F8L,030003CB5F,Y/LB;BLUEPT,,M,74,,,
1/25/2016,L,F8L,0700EDC71D,Y/O;BLUEPT,,M,73,,,
1/25/2016,L,F8L,0700EE3D3A,Y/W;BLUEPT,,,68,,,
2/12/2016,L,F8L,0700EDEAA5,YPT;S2720-43561/B,2720-43561,M,74,,,adult
2/12/2016,L,F8L,0700EDC9F4,YPT;Y/B,,,71,,,
2/12/2016,L,F8L,0700EE1384,YPT;Y/LB,,M,74,,,
2/12/2016,L,F8L,0700EDE2B8,Y/Black;BLACKPT,,,70,,,
2/12/2016,L,F8L,0700EDA90A,Y/G;BLACKPT,,F,68,,L393,
2/12/2016,L,F8L,0700EDCA6D,Y/Grey;BLACKPT,,,70,,,
2/12/2016,L,F8L,0700EDBDFF,Y/LB;BLACKPT,,,72,,,
2/12/2016,L,F8L,0700EDD168,Y/O;BLACKPT,,,68,,,
2/12/2016,L,F8L,0700EE06E9,Y/W;BLACKPT,,,72,,,
6/18/2016,L,BOX 3 L,0700EE1A6C,YPT;Y/G,,M,72,,L377,adult
6/18/2016,L,BOX 3 L,0700EDAD4A,YPT;Y/W,,F,69,,L378,adult
6/20/2016,L,BOX 46 L,0700EDD5E8,YPT;Y/O,,M,73.5,,L381,adult
6/21/2016,L,BOX IF5 L,0700EDE165,YPT;Y/Black,,F,67,,L382,adult
6/21/2016,L,BOX 1 L,0700EE1C15,YPT;Y/Grey,,M,71,,L383,adult
6/21/2016,L,BOX 81 L,0700EDF4FF,Y/B;YPT,,M,71,,L384,adult
6/22/2016,L,BOX 81 L,0700ED8674,YPT;S2540-39259/Grey,2540-39259,F,68,,L388,adult
6/22/2016,L,BOX 77 L,0700ED925A,Y/G;YPT,,F,68.5,,L387,adult
6/22/2016,L,BOX IF1A L,0700EE32E4,Y/LB;YPT,,M,69,,L386,adult
6/22/2016,L,BOX 77 L,0700EDCBBD,Y/W;YPT,,M,69,,L389,adult
6/24/2016,L,BOX 48 L,0700EDCD28,YPT;S2720-43521/Black,2720-43521,F,65,,L424,adult
6/24/2016,L,BOX 9 L,0700EDDC89,Y/Black;YPT,,F,68,,L425,adult
6/24/2016,L,BOX 48 L,0700ED977D,Y/Grey;YPT,,M,68,,L432,adult
6/24/2016,L,BOX 9 L,0700ED9EE4,Y/O;YPT,,M,74,,L422,adult
6/26/2016,L,BOX 55-3 L,0700EE0D03,GREYPT;Y/B,,F,68.5,,L472,adult
6/27/2016,L,BOX 5 L,0700ED915E,GREYPT;Y/LB,,F,68.5,,L503,adult
6/27/2016,L,BOX 5 L,0700ED9C8F,GREYPT;Y/G,,M,69,,L504,adult
6/28/2016,L,BOX 90 L,0700EE21FA,GREYPT;Y/W,,M,70,,L513,adult
6/28/2016,L,BOX 90 L,0700EDBA4F,GREYPT;Y/O,,F,66,,L514,adult
6/30/2016,L,BOX 21 L,0700ED9500,GREYPT;Y/Black,,F,65,,L544,adult
6/30/2016,L,BOX 66 L,0700EE29F8,GREYPT;Y/Grey,,F,65,,L545; L767,adult
7/1/2016,L,BOX 59 L,0700EE4194,Y/B;GREYPT,,F,66,,L546; L694,adult
7/1/2016,L,BOX 16 L,0700EE048B,Y/LB;GREYPT,,F,66,,L547,adult
7/7/2016,L,BOX 70 L,0700EDC408,Y/Black;GREYPT,,F,65,,L618,adult
7/7/2016,L,BOX 8 L,0700EE251E,Y/G;GREYPT,,F,70,,L613,adult
7/7/2016,L,BOX 82 L,0700EDC2C3,Y/O;GREYPT,,M,71,,L616,adult
7/7/2016,L,BOX 8 L,0700EE1296,Y/W;GREYPT,,M,?,,L614,adult
7/11/2016,L,BOX 51 L,0700EE3D35,YPT;G/S2740-25033,2740-25033,F,65.5,,L634,adult
7/11/2016,L,BOX 51 L,0700EDD85C,Y/Grey;GREYPT,,M,70.5,,L635,adult
7/27/2016,L,BOX 84 L,0700EDDE74,BLUEPT;O/B,,M,74,,L639,adult
7/27/2016,L,BOX 84 L,0700EDBECC,BLUEPT;O/LB,,F,67,,L640; L728,adult
12/28/2016,L,F5L,0700EDC2E5,BLUEPT;O/G,,F,68,,,
12/28/2016,L,F5L,0700EE28C5,BLUEPT;O/W,,M,73,,,
12/28/2016,L,F6L,0700EDBB53,BLUEPT;O/Y,,,71.5,,,
12/28/2016,L,F5L,0700ED9109,BLUEPT;O/Black,,F,69,,L692; L816,
12/28/2016,L,F6L,0700ED8B76,BLUEPT;O/Grey,,F,68,,L710,
12/28/2016,L,F6L,0700EDF1E9,YPT;Grey/S2740-25601,2740-25601,,69,,,juv
12/28/2016,L,F6L ,0700ED9211,BLACKPT;O/B,,F,65,,L879,
1/16/2017,L,F8L,0700EDDFA2,BLACKPT;O/G,,,69,,,
1/16/2017,L,F8L,0700EE0FAF,BLACKPT;O/LB,,,68,,,
1/16/2017,L,F8L,0700EE256C,BLACKPT;O/W,,,71,,,
1/16/2017,L,F8L,0700EDB48F,BLUEPT;S2740-25572/O,2740-25572,M,67,,L726,juv
1/16/2017,L,F8L,0700EDC24A,BLACKPT;O/Y,,M,69,,L832; L684,
1/27/2017,L,F3L,0700EE19FA,BLUEPT;S2740-25688/G,2740-25688,F,65,,,juv
1/27/2017,L,F3L,0700EDEF54,BLACKPT;O/Black,,,68,,,
1/27/2017,L,F3L,0700EDD1DF,BLACKPT;O/Grey,,,70,,,
1/27/2017,L,F3L,0700EDCDE0,YPT;LB/O,,,67.5,10.79,L748,
1/27/2017,L,F3L,0700EE1C48,YPT;O/LB,,,69.5,,,
1/27/2017,L,F3L,0700EE43D8,YPT;O/G,,,68.5,,,
1/27/2017,L,F3L,0700EE343A,BLUEPT;S2740-25678/LB,2740-25678,F,67,,,juv
1/27/2017,L,F3L,0700EDFF05,YPT;O/W,,F,69,,L701,
1/27/2017,L,F3L,0700ED9DB6,YPT;O/Y,,F,67,,,
1/27/2017,L,F3L,0700EDD96A,YPT;O/Black,,M,67,,L703; L777,
1/27/2017,L,F3L,0700EE433B,YPT;O/Grey,,,68.5,,,
1/27/2017,L,F3L,0700ED9E1B,GREYPT;O/B,,F,67,,,
1/27/2017,L,F3L,0700EDF53A,GREYPT;O/LB,,,68.5,,,
1/27/2017,L,F3L,0700EDD36F,GREYPT;O/G,,,68,,,
1/27/2017,L,F3L,0700EDEF3F,GREYPT;O/W,,F,64.5,,L826,
1/27/2017,L,F3L,0700EE1337,GREYPT;O/Y,,M,70,,L825,
1/27/2017,L,F3L,0700ED87C0,GREYPT;O/Black,,,70,,,
