Site,RFID Date,ColorBands,SilverBands,RFIDold,RFIDnew,Mass,WingLength,BloodSample,Feeder,Sex,MaturityTOIC,KnownHistory,Notes,Recap from pre-2015,Breeding 2019,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Tested F18_W19,Tested F17_W18,Tested F16_W17,Tested F15_W16,Tested F14_W15,Detected F18_W19,Detected F17_W18,Detected F16_W17,Detected F15_W16,Detected F14_W15,Detected April_16,Detected May_16,Recap F19-20,Recap F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15
H,12/7/2016,R/W;GreyPT,,0700EDC75C,,,69.5,H643; H793,F1H,M,,,"Pics and feathers taken 2018, feather taken fall 2019",,BOX B6 H,,,,,Y,Y,Y,,,Y,Y,Y,,,,,F1H 09/23,F1H 9/10,F1H 9/15,,,
H,12/7/2016,W/R;GreyPT,,0700ED9947,,,64,H628,F2H,F,,,,,BOX 17-2 H,BOX 17-1 H,BOX 17-1 H,,,N,N,Y,,,Y,Y,Y,,,,,,,F1H 12/13,,,
H,12/19/2016,S2740-25743/Black;PurplePT,2740-25743,0700EDB111,,,70,H704,F1H,F,juv,nestling @ Box 36 H 2016,DIED (Found egg-bound Box A15),,,,,,,N,Y,Y,,,N,Y,Y,,,,,,,F2H 9/15,,,
H,12/19/2016,W/S2740-25786;PurplePT,2740-25786,0700EDB721,,13.84,70,H646,F5H,M,juv,nestling @ Box 43-1 H 2016,,,BOX 38-1 H,BOX 35-1A H,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,F4H 8/18,,,
H,12/19/2016,Y/S2740-25818;PurplePT,2740-25818,0110179E70,01101705A3,,71,H804,F2H,M,juv,nestling @ Box 1 H 2016,,,BOX 1-1 H,,,,,N,N,Y,,,N,Y,Y,,,,,,,F1H 11/17,,,
H,12/19/2016,R/W;WhitePT,,01101796A6,,,70,,F5H,F,,,,,BOX 34 H,,,,,N,N,N,,,N,N,N,,,,,,,,,,
H,12/19/2016,R/W;YPT,,0700EDD2A3,,,68,H775,F5H,F,,,,,BOX 15 H,BOX 15 H,,,,N,N,N,,,N,N,N,,,,,,,,,,
H,12/19/2016,W/R;WhitePT,,011017A6FE,,,69,,F5H,,,,,,,,,,,N,N,N,,,N,N,N,,,,,,,,,,
H,12/19/2016,W/R;YPT,,0700EE23A2,,,69,,F2H,,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
H,12/22/2016,W/R;GreenPT,,011017A0B3,,,70,,F3H,,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
H,12/22/2016,R/W;GreenPT,,011017A0B1,,,66,H658,F1H,F,,,,,BOX B6 H,BOX B9 H,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,F1H 8/28; F2H 11/29,,,
H,12/22/2016,W/R;PurplePT,,011017A69C,,,65,,F1H,F,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,F1H 11/17,,,
H,12/22/2016,R/W;PurplePT,,011017A28B,,,72,H777,F2H,M,,,,,,BOX 43 H,,,,N,N,N,,,N,N,N,,,,,,,,,,
H,12/22/2016,WhitePT;R,,011017A7C7,,,70,,F5H,,,,,,,,,,,N,N,N,,,N,N,N,,,,,,,,,,
H,12/22/2016,WhitePT;R/R,,0110170296,,,72.5,,F1H,M,,,,,,BOX 15A H,,,,N,N,N,,,N,N,N,,,,,,,,,,
H,12/22/2016,WhitePT;R/O,,011017A409,,,69,,F1H,,,,, ,,,,,,N,N,N,,,N,N,N,,,,,,,,,,
H,12/22/2016,WhitePT;R/Y,,0110179BAB,,,66.5,H772,F4H,M,,,feather taken fall 2019,,BOX 29A H,BOX 29A H,,,,Y,Y,Y,,,Y,Y,Y,,,,,F4H 09/25,,F4H 11/29,,,
H,12/22/2016,GREEN/S2740-25836;PurplePT,2740-25836,0700EDF46D,,,67,,F2H,F,juv,nestling @ Box 34 H 2016,,,,,,,,N,Y,Y,,,N,Y,Y,,,,,,,,,,
H,12/22/2016,WhitePT;R/Blue,,01101799F5,,,65.5,,F2H,F,,,,,,,,,,N,Y,Y,,,N,Y,Y,,,,,,,,,,
H,12/22/2016,WhitePT;R/LB,,011017A00A,,,66.5,,F2H,F,,,,,,,,,,N,N,N,,,N,N,N,,,,,,,,,,
H,12/26/2016,WhitePT;R/G,,01101719DA,,,69,,F2H,,,,,,,,,,,N,N,Y,,,N,Y,Y,,,,,,,,,,
H,12/26/2016,WhitePT;R/Black,,011017A32E,,,70,,F2H,,,,,,,,,,,N,N,N,,,N,N,N,,,,,,,,,,
H,12/30/2016,PurplePT;LB/S2740-25642,2740-25642,011017A3DB,,,69,H673,F1H,M,juv,,nestling @ Box 5 L 2016!; HOWEVER S2740-25642 (Box 5L) could be misread of S2740-25692 (Box B5-1H) ,,,BOX B11 H,BOX B7 H,,,N,Y,Y,,,Y,Y,Y,,,,,,,F1H 9/8,,,
H,12/30/2016,WhitePT;R/Grey,,011017A5EF,,,68,,F4H,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
H,12/30/2016,R;WhitePT,,011017A53F,,,73,,F4H,M,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
H,12/30/2016,R/R;WhitePT,,011017A58E,,,72,,F3H,,,,,,,,,,,N,Y,Y,,,N,Y,Y,,,,,,,,,,
H,7/9/2017,R/O;WhitePT,,0110179C34,,,65,H624,BOX 28-1A H,F,,,,,,,BOX 28-1A H,,,N,N,,,,N,N,,,,,,,,,,,
H,7/11/2017,R/Y;WhitePT,,0110179BBC,,,74,H629,BOX 29-3 H,M,,,,,,,BOX 29-3 H,,,N,N,,,,N,N,,,,,,,,,,,
H,7/13/2017,R/Blue;WhitePT,,0110179D38,,,68,H632,BOX 29A H,M,,,,,,BOX 11 CEMENT H,BOX 29A H,,,N,N,,,,N,Y,,,,,,,,,,,
H,7/13/2017,R/LB;WhitePT,,011017987F,,,66,H633; H779,BOX 5 H,F,,,,,BOX 6A H,BOX 1-1 H,BOX 5 H,,,N,N,,,,Y,N,,,,,,,,,,,
H,8/13/2017,LB/S2820-13411;PurplePT,2820-13411,0700EDC775,,,70,,F4H,,juv,nestling @ BOX 29-1 H 2017,,,,,,,,N,N,,,,N,N,,,,,,,,F1H-F4H 9/15,,,
H,8/13/2017,R/G;WhitePT,,01101797F0,,,69,H635,F3H,M,adult,,adult with ongoing moult,,,BOX 26 H,,,,Y,Y,,,,Y,Y,,,,,,,,F3H 12/06; ,,,
H,8/13/2017,Blue/S2820-13395;PurplePT,2820-13395,01101796B3,,,65,H636,F3H,F,juv,nestling @ BOX 21 H 2017,,,,,,,,N,N,,,,N,N,,,,,,,,F4H 8/18,,,
H,8/13/2017,R/Black;WhitePT,,01101799DA,,,68,H637; H813,F3H,F,juv,,juv,,BOX 31-2 H,BOX 31-2 H,,,,Y,Y,,,,Y,Y,,,,,,,,F3H 9/8,,,
H,8/13/2017,Grey/S2820-13369;PurplePT,2820-13369,0700EDB83F,,,69,H639,F3H,,juv,nestling @ BOX 24 H 2017,,,,,,,,N,N,,,,N,N,,,,,,,,F4H 9/1,,,
H,8/13/2017,Black/S2820-13393;PurplePT,2820-13393,0700EE003D,,,67,H640,F3H,F,juv,nestling @ BOX 21 H 2017,,,,,,,,N,N,,,,N,N,,,,,,,,F4H 9/8 twice; F3H 9/22,,,
H,8/13/2017,O/S2820-13372;PurplePT,2820-13372,01101796AE,,,68,H641,F4H,F,juv,nestling @ BOX 24 H 2017,,,BOX 5 H,BOX 12 H,,,,Y,Y,,,,Y,Y,,,,,,,,F3H 8/18; F1H 11/17,,,
H,8/15/2017,S2820-13367/Y;GreenPT,2820-13367,01101797F4,,,67,H642,F2H,F,juv,nestling @ BOX 7 H 2017,,,,,,,,N,N,,,,N,N,,,,,,,,F2H 8/28,,,
H,8/15/2017,S2820-13366/O;GreenPT,2820-13366,0700EE43A6,,,71,H645,F2H,,juv,nestling @ BOX 7 H 2017,,,,,,,,N,N,,,,N,N,,,,,,,,F1H 8/28; F1H-F4H 9/15,,,
H,8/18/2017,S2820-13414/Green;GreenPT,2820-13414,0110179FED,,10.86,64,H647,F3H,F,juv,nestling @ BOX 29A H 2017,,,,,,,,N,N,,,,N,N,,,,,,,,F3H 8/28,,,
H,8/18/2017,S2820-13413/LB;GreenPT,2820-13413,0110179588,,9.76,66,H648,F3H,F,juv,nestling @ BOX 29A H 2017,,,,,,,,N,N,,,,N,N,,,,,,,,F3H 9/22; F1H-F4H 9/15,,,
H,8/18/2017,R/Grey;WhitePT,,011017A23B,,12.46,72,H649,F3H,,,,,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,8/18/2017,S2820-13414/Grey;GreenPT,2820-13414,0700EDCE9B,,10.11,67,H651,F4H,F,juv,nestling @ BOX 29A H 2017,,,,,,,,N,N,,,,N,N,,,,,,,,F4H 8/28; F4H 9/8; F3H 9/22,,,
H,8/18/2017,WhitePT;O/R,,0110179E5C,,11.44,66.5,H652,F4H,F,,,,,,,,,,N,N,,,,N,N,,,,,,,,F4H 8/28,,,
H,8/28/2017,S2820-13418/Blue;GreenPT,2820-13418,0700EDAEEF,,11.08,66,H653,F2H,F,juv,nestling @ 5A H RENEST 2017,,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,8/28/2017,WhitePT;Y/R,,011017A3F5,,12.21,69.5,H654,F2H,,juv,,juv,,,,,,,Y,Y,,,,Y,Y,,,,,,,,F2H 9/8; F2H 11/18,,,
H,8/28/2017,WhitePT;Blue/R,,0110179A53,,10.69,66.5,H655,F2H,F,juv,,juv,,BOX 2-1 H,BOX 1A H,,,,Y,Y,,,,Y,Y,,,,,,,F1H 12/22; F1H 1/25,F2H 9/8; F1H-F4H 9/15; F1H 11/17,,,
H,8/28/2017,WhitePT;LB/R,,0110179CC6,,12.22,71,H656,F1H,M,juv,,juv,,BOX 9A H,BOX 7A H,,,,Y,Y,,,,Y,Y,,,,,,,,F2H 9/25; F1H 12/1,,,
H,8/28/2017,WhitePT;G/R,,011017A794,,11.74,70,H657,F2H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,F2H 9/8,,,
H,8/28/2017,WhitePT;Black/R,,011017A3F0,,11.65,70.5,H659,F2H,,,,,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,8/28/2017,S2820-13433/Black;GreenPT,2820-13433,011017A092,,10.26,67,H660,F3H,F,juv,nestling @ BOX 34 H 2017,,,,,,,,N,N,,,,N,N,,,,,,,,F3H 9/1; F4H 9/15; F3H 9/22,,,
H,8/28/2017,WhitePT;Grey/R,,011017A832,,12.21,69,H661,F3H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,F4H 9/8,,,
H,8/28/2017,O/R;WhitePT,,01101799F0,,11.82,71,H662,F3H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,F4H 9/8; F1H-F4H 9/15,,,
H,8/28/2017,Y/R;WhitePT,,0110179CCD,,11.19,73,H663,F4H,M,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,8/28/2017,White/S2820-13432;GreenPT,2820-13432,011017A74B,,10.2,68,H664,F4H,,juv,nestling @ BOX 34 H 2017 ,bald spot on head,,,,,,,N,N,,,,N,N,,,,,,,,F3H 9/1; F1H-F4H 9/15,,,
H,8/28/2017,Blue/R;WhitePT,,011017A83A,,10.33,69,H665,F4H,F,juv,,juv,,,BOX 29-3 H,,,,N,N,,,,N,Y,,,,,,,,,,,
H,8/28/2017,LB/R;WhitePT,,011017A7DE,,11.05,65,H666,F4H,F,juv,,juv,,,BOX 22-B H,,,,N,N,,,,N,N,,,,,,,,F3H 9/8; F3H 9/22,,,
H,8/28/2017,G/R;WhitePT,,011017A4B4,,10.75,74,H667,F4H,M,juv,,juv,,,,,,,N,Y,,,,N,Y,,,,,,,,F4H 9/1; F3H 9/8,,,
H,9/1/2017,Black/R;WhitePT,,0110179DD5,,11.26,67.5,H668,F5H,F,juv,,juv,,,BOX 1 H,,,,N,Y,,,,N,Y,,,,,,,,F1H-F4H 9/15,,,
H,9/1/2017,Grey/R;WhitePT,,0110179D52,,11.16,72,H669,F3H,,juv,,feather taken 2019,,,,,,,Y,Y,,,,Y,Y,,,,,,F4H 09/20,F3H 03/15 tail feather taken,F3H 9/8; F1H-F4H 9/15; F3H 9/22,,,
H,9/1/2017,GreenPT;R,,0700ED870D,,11.1,68,H670,F3H,M,juv,,juv,,BOX 33-5 H,Recorded for BOX 13 H as the female and BOX 33-5 H as the male,,,,Y,N,,,,Y,N,,,,,,,,,,,
H,9/8/2017,GreenPT;R/R,,0700EDF471,,11.35,70,H672,F3H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,F4H 9/22,,,
H,9/8/2017,GreenPT;R/O,,011017A53C,,9.84,65.5,H674,F1H,F,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,F4H 11/18,,,
H,9/8/2017,GreenPT;R/Y,,0700EE1410,,10.59,67.5,H675,F1H,F,juv,,juv,,,BOX 21A H,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/8/2017,GreenPT;R/Blue,,011017975A,,10.79,67,H676,F4H,F,adult,,adult,,,BOX 28-2 H,,,,Y,Y,,,,Y,Y,,,,,,,,,,,
H,9/8/2017,GreenPT;R/LB,,0700EE0029,,11.4,70.5,H677,F2H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,F1H-F4H 9/15,,,
H,9/8/2017,GreenPT;R/G,,011017A131,,10.72,68,H679,F4H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/8/2017,Y/S2740-25868;GreenPT,2740-25868,011017987D,,12.45,71,H680,F4H,,adult,nestling @ BOX 41 H 2016,adult,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,9/8/2017,GreenPT;R/Black,,0700EDAF52,,11.36,68,H681,F2H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/8/2017,GreenPT;R/Grey,,011017A66F,,11.68,71,H682,F4H,,adult,,adult,,,,,,,N,N,,,,N,Y,,,,,,,,F4H 9/15,,,
H,9/8/2017,R;GreenPT,,0700EDE5C9,,10.67,67,H684,F3H,F,,,,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/8/2017,R/R;GreenPT,,0700EDA46A,,11.16,70,H686,F1H,,adult,,adult,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/8/2017,R/O;GreenPT,,01101799A2,,12.4,70,H687,F4H,M,juv,,juv,,,BOX 28-1A H,,,,N,N,,,,N,N,,,,,,,,F1H-F4H 9/15,,,
H,9/8/2017,R/Y;GreenPT,,0700EDD7FE,,11.94,70,H690,F4H,,,,,,,,,,,N,Y,,,,N,Y,,,,,,,,,,,
H,9/8/2017,GreenPT;G/S2820-13238,2820-13238,0700ED9583,,11.7,69,H692,F2H,,juv,nestling 2017 at box 64A LOW,juv,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/8/2017,R/Blue;GreenPT,,0700EDB888,,11.25,70,H693,F2H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/11/2017,R/LB;GreenPT,,0700EE42B1,,11.83,69,H694,F5H,M,juv,,feather taken fall 2019,,,BOX 35-1 H,,,,Y,N,,,,Y,N,,,,,,F5H 09/23,,,,,
H,9/11/2017,R/G;GreenPT,,0700EDEE86,,11.37,69,H695,F5H,,juv,,juv,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,
H,9/11/2017,G/S2820-13365;GreenPT,2820-13365,0700EDAA45,,10.84,68,H696,F5H,,juv,nestling @ BOX 7 H 2017,,,,,,,,N,Y,,,,N,Y,,,,,,,,,,,
H,9/15/2017,R/Black;GreenPT,,011017A089,,10.83,72,H707,F2H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/15/2017,R/Grey;GreenPT,,0700ED990E,,10.87,68.5,H699,F1H,F,adult,,adult,,BOX 1-1 H,BOX 17-3 H,,,,Y,Y,,,,Y,Y,,,,,,,,F1H 11/17,,,
H,9/15/2017,GreenPT;O/R,,0700ED87B1,,12.84,72,H700,F1H,M,,,,,BOX B19 H,,,,,N,Y,,,,N,Y,,,,,,,,F1H 12/13,,,
H,9/15/2017,GreenPT;Y/R,,0700EE09F8,,11.76,73,H708,F4H,M,juv,,juv,,,,,,,N,Y,,,,N,Y,,,,,,,,F4H 12/06,,,
H,9/15/2017,GreenPT;Blue/R,,0700EE341F,,,72,H709,F4H,,,,,,,,,,,N,Y,,,,N,Y,,,,,,,,F4H 12/06,,,
H,9/15/2017,GreenPT;LB/R,,0700EE2A07,,,65,H710,F3H,F,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/15/2017,GreenPT;G/R,,0700EDB544,,,70,H711,F3H,,adult,,adult,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/15/2017,GreenPT;Black/R,,0700EDAF43,,,69,H712,F3H,,,,,,,,,,,N,N,,,,N,N,,,,,,,,F3H 9/22,,,
H,9/15/2017,GreenPT;Grey/R,,0700EDD8A3,,,71,H713,F3H,,juv,,juv,,,,,,,Y,N,,,,Y,Y,,,,,,,,,,,
H,9/15/2017,O/R;GreenPT,,0700EDEDF9,,,67,H714,F3H,F,,,,,,BOX 43 H,,,,N,N,,,,N,Y,,,,,,,,F4H 12/06,,,
H,9/15/2017,Y/R;GreenPT,,011017A38C,,,67,H715,F3H,F,juv,,juv,,,,,,,Y,Y,,,,Y,Y,,,,,,,,F3H 9/22; F4H 11/29,,,
H,9/15/2017,LB/S2820-13348;GreenPT,2820-13348,0700ED90AA,,,71,H716,F3H,,juv,nestling @ BOX 22 H 2017,,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/15/2017,Blue/R;GreenPT,,0700ED936A,,,71,H717,F1H,,juv,,juv,,,,,,,Y,N,,,,Y,N,,,,,,,,F1H 03/24 tail feather taken 2019,,,
H,9/15/2017,LB/R;GreenPT,,0700ED985B,,,70,H718,F1H,F,adult,,adult,,BOX 17A H,BOX 12A H,,,,Y,N,,,,Y,Y,,,,,,,,,,,
H,9/15/2017,G/R;GreenPT,,0700EE3F26,,,73,H720,F3H,M,adult,,adult,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,9/22/2017,Black/R;GreenPT,,0700ED9E61,,,68,H721,F3H,,juv,,juv,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,
H,9/22/2017,Grey/R;GreenPT,,011017A126,,,70,H722,F3H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/22/2017,PurplePT;_,,0700EDB2DC,,,68,H723,F3H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,9/22/2017,_;PurplePT,,011017A362,,,70,H724,F3H,,juv,,juv,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,11/11/2017,PurplePT;R,,011017A4CF,,,66.5,H725,F1H,F,,,,,,BOX 1-3 H,,,,Y,Y,,,,Y,Y,,,,,,,,F2H 11/29,,,
H,11/11/2017,PurplePT;Blue,,0700EDADD1,,,74,H726,F1H,M,,,feather taken fall 2019,,,BOX 1 H,,,,N,Y,,,,Y,Y,,,,,,F1H 10/01,,,,,
H,11/11/2017,PurplePT;LB,,0700EDF205,,,71,H727,F1H,,juv,,juv,,,,,,,N,Y,,,,Y,Y,,,,,,F1H 10/01,,F1H 11/17; F1H 12/06,,,
H,11/11/2017,PurplePT;G,,0700EDB49C,,,69.5,H728,F2H,M,,,,,,BOX B2 H,,,,N,Y,,,,Y,Y,,,,,,,F1H 03/13,F1H 11/17; F1H 11/18,,,
H,11/17/2017,B/S2740-25658;GreenPT,2740-25658,011017A601,,,72,H729,F1H,,adult, nestling Box 4A H; 2016,adult,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,11/18/2017,PurplePT;Black,,0700EE08CB,,,68.5,H730,F2H,F,juv,,feather taken fall 2019,,,BOX B2 H,,,,N,N,,,,Y,N,,,,,,F1H 09/23,,,,,
H,11/29/2017,PurplePT;Grey,,0700EE32AF,,,68,H731,F1H,,,,,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,11/29/2017,PurplePT;Y,,011017A1B1,011016B349,,72,H732,F1H,,,,feather taken fall 2019,,,,,,,N,N,,,,N,Y,,,,,,F0H 09/24,,,,,
H,11/29/2017,PurplePT;O,,0700EDDCB5,,,71,H733,F2H,,juv,,JUV,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,11/29/2017,R;PurplePT,,011017A0AA,,,75,H734,F1H,M,adult,,adult,,BOX B33 H,,,,,N,N,,,,N,N,,,,,,,,,,,
H,11/29/2017,Blue;PurplePT,,0700EDA769,,,73,H735,F1H,M,adult,,adult,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,11/29/2017,LB;PurplePT,,0700EE220E,,,65.5,H736,F1H,F,adult,,adult,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,11/29/2017,Black;PurplePT,,0700ED9FCD,,,66,H737,F4H,F,juv,,JUV,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,11/29/2017,Grey;PurplePT,,011017A0F3,,,67,H738,F4H,F,juv,,JUV,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,11/29/2017,Y;PurplePT,,0700EDB225,,,70,H739,F4H,M,,,,,B0X 22B-2 H,,,,,N,Y,,,,N,Y,,,,,,,,,,,
H,11/29/2017,O;PurplePT,,0700EDDF34,,,67,H740,F4H,F,juv,,JUV,,BOX 17 H,,,,,Y,N,,,,Y,N,,,,,,,,,,,
H,12/6/2017,G;PurplePT,,0110179D6B,,,66.5,H741,F4H,F,adult,,ADULT,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,12/6/2017,PurplePT;R/R,,0700EDD6B2,,,72,H742,F1H,M,juv,,JUV,,,BOX B24 H,,,,N,N,,,,N,N,,,,,,,,,,,
H,12/6/2017,PurplePT;Blue/Blue,,011017A375,,,70,H743,F1H,F,adult,,"ADULT, marked as male in 2018 breeding",,BOX B16 H,BOX B11 H,,,,N,Y,,,,N,Y,,,,,,,,,,,
H,12/13/2017,PurplePT;Black/Black,,0700EE0804,,,67,H744,F1H,F,juv,,JUV,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,12/13/2017,PurplePT;G/G,,01101798AA,,,69,H745,F1H,F,,,,,,BOX B18 H,,,,N,N,,,,N,Y,,,,,,,,,,,
H,12/13/2017,PurplePT;LB/LB,,011017A7CF,,,75,H746,F3H,M,adult,,ADULT,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,12/13/2017,PurplePT;Y/Y,,0700ED9BCF,,,71.5,H747,F1H,,juv,,JUV,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,12/13/2017,PurplePT;O/O,,0700EE0933,,,67.5,H748,F1H,F,juv,,JUV,,,BOX B27 H,,,,N,N,,,,N,Y,,,,,,,,,,,
H,12/13/2017,PurplePT;Grey/Grey,,0700EE4426,,,69.5,H749,F1H,,juv,,JUV,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,12/13/2017,R/R;PurplePT,,0700ED8873,,,72,H750,F1H,,juv,,JUV,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,12/13/2017,Blue/Blue;PurplePT,,0700ED89A6,,,68.5,H751,F1H,,juv,,JUV,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,12/13/2017,Black/Black;PurplePT,,0700EE31C6,,,73,H752,F1H,M,juv,,JUV,,,,,,,N,Y,,,,N,Y,,,,,,,,,,,
H,12/22/2017,G/G;PurplePT,,011017A58B,,,71,H753,F1H,M,juv,,JUV,,BOX B30 H,,,,,N,Y,,,,N,Y,,,,,,,,,,,
H,12/22/2017,LB/LB;PurplePT,,0700EDA065,,,71,H754,F1H,,juv,,JUV,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,12/22/2017,Blue/S2740-25731;GreenPT,2740-25731,0700EDE00E,,,70,H755,F1H,,juv,banded Box 33-1 H; 2017,,,,,,,,N,Y,,,,N,Y,,,,,,,,,,,
H,12/22/2017,Y/Y;PurplePT,,0110179AFB,,,71,H756,F1H,,,,,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,12/22/2017,O/O;PurplePT,,0700EDCD3B,,,69,H757,F1H,,,,,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,12/27/2017,Grey/Grey;PurplePT,,0700EE33F9,,,70,H758,F3H,,juv,,JUV,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,12/27/2017,PurplePT;R/Blue,,0110179E5D,,,71,H759,F1H,,adult,,AD?,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,12/27/2017,PurplePT;R/Black,,0110179B73,,,71.5,H760,F1H,,adult,,AD?,,,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,1/1/2018,PurplePT;R/G,,0700EE1132,,,67.5,H783; H808,F1H,F,juv,,JUV,,BOX 9A H,BOX 7A H,,,,N,N,,,,N,N,,,,,,,,,,,
H,1/1/2018,PurplePT;R/LB,,0110179FA8,,,65,,F1H,F,juv,,JUV,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,1/1/2018,PurplePT;R/Y,,0700EE32E0,,,71,,F1H,,,,,,,,,,,N,N,,,,Y,Y,,,,,,,,,,,
H,1/1/2018,PurplePT;R/O,,0700EE3C50,,,70.5,H797,F1H,M,adult,,,,BOX B16 H,,,,,N,N,,,,N,Y,,,,,,,,,,,
H,1/12/2018,PurplePT;R/Grey,,0110179CDC,,,67,H761,F3H,F,juv,,JUV,,,,,,,N,N,,,,Y,Y,,,,,,,,,,,
H,1/12/2018,R/Blue;PurplePT,,0700EDDAA7,,,70,H762,F3H,M,juv,,JUV,,,BOX 17-3 H,,,,N,Y,,,,N,Y,,,,,,,,,,,
H,1/12/2018,R/Black;PurplePT,,0700EDC991,,,67.5,H763,F3H,,,,,,,,,,,N,Y,,,,N,Y,,,,,,,,,,,
H,1/17/2018,R/G;PurplePT,,0700ED97C3,,,65.5,H764,F3H,F,,,,,BOX 41 H,BOX 40 H,,,,Y,N,,,,Y,N,,,,,,,,,,,
H,2/23/2018,R/LB;PurplePT,,0700EE1998,,,71,,F3H,,juv,,JUV,,,,,,,N,Y,,,,Y,Y,,,,,,,,,,,
H,2/23/2018,R/Y;PurplePT,,0110179726,,,70,,F3H,,juv,,JUV,,,,,,,N,N,,,,N,N,,,,,,,,,,,
H,6/18/2018,R/O;PurplePT,,0700EDAB8F,,,70,H765,BOX 1A H,M,adult,,,,BOX 6A H,BOX 1A H,,,,N,,,,,N,,,,,,,,,,,,
H,6/24/2018,R/Grey;PurplePT,,0110179DD1,,,71,H770,BOX B24 H,F,adult,,,,BOX B31 H,BOX B24 H,,,,N,,,,,N,,,,,,,,,,,,
H,6/27/2018,PurplePT;Blue/R,,0700EDF137,,,67,H778,BOX B32 H,F,adult,,,,,BOX B32 H,,,,N,,,,,N,,,,,,,,,,,,
H,6/27/2018,PurplePT;Black/R,,011017A0F6,,,72,H780,BOX 18A H,M,adult,,,,BOX 21A H,BOX 18A H,,,,N,,,,,Y,,,,,,,,,,,,
H,6/27/2018,PurplePT;G/R,,0700EE1015,,,68.5,H781,BOX 18A H,F,adult,,,,,BOX 18A H,,,,N,,,,,N,,,,,,,,,,,,
H,6/27/2018,PurplePT;LG/R,,01101795EF,,,68.5,H782,BOX 11 CEMENT H,F,adult,,,,,BOX 11 CEMENT H,,,,N,,,,,N,,,,,,,,,,,,
H,6/28/2018,PurplePT;LB/R,,0700EDE518,,,67.5,H784,BOX 39 H,F,adult,,,,,BOX 39 H,,,,N,,,,,N,,,,,,,,,,,,
