Site,RFID Date,Julian RFID,Time,LEFT,RIGHT,RFID,OLD RFID,Mass (g),Wing Length,Blood sample,Feeder,Sex,Maturity at TOIC,Known history,Notes,Recap from pre-2015, Breeding 2019,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Tested F18_W19,Tested F17_W18,Tested F16_W17,Tested F15_W16,Tested F14_W15,Detected F18_W19,Detected F17_W18,Detected F16_W17,Detected F15_W16,Detected F14_W15,Detected April_16,Detected May_16,Recap F19-20,Recap F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15
L,8/26/2019,,,Grey/W,W PT,0110174555,,,72,L942,F3L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/26/2019,,,Grey/Y,W PT,0110171B08,,,70.5,L943,F6L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/26/2019,,,Grey/O,W PT,0110170872,,,69,L944,F6L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,F5L 09/13,,,,,
L,8/26/2019,,,Grey/B,W PT,0110170E0D,,,69,L945,F6L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/26/2019,,,Grey/LB,W PT,0110172135,,,70,L946,F5L,,juv,,tail feather taken,,,,,,,,,,,,,,,,,,,,,,,,
L,8/26/2019,,,Grey/G,W PT,011017367C,,,72,L947,F5L,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,
L,8/26/2019,,,Black/G,W PT,0110172261,,,67,L948,F5L,,juv,,"tail feather taken, may be reverse banded. Check legs",,,,,,,,,,,,,,,,,,,F5L 09/13,,,,,
L,8/26/2019,,,GREEN PT,W/S2540-01949,011016D1D9,,,72,L949,F4L,,juv,Nestling from BOX 15 L 2019,"tail feather taken, may be reverse banded. Check legs",,,,,,,,,,,,,,,,,,,,,,,,
L,8/30/2019,,,Black/B,W PT,0110173B3F,,,68.5,L950,F7L,,juv,,,,,,,,,,,,,,,,,,,,,,,,,,
L,8/30/2019,,,Black/LB,W PT,01101748F6,,,68,L951,F7L,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
L,8/30/2019,,,Black/W,W PT,0110171F68,,,67,L952,F8L,,juv,,"difficulty flying, feather taken 2019",,,,,,,,,,,,,,,,,,,,,,,,
L,8/30/2019,,,G PT,Y/S2540-01954,011016CA68,,,70.5,L953,F9l,,juv,Nestling from Box 80 L 2019,tail feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
L,8/30/2019,,,Black/O,W PT,01101748A1,,,69,L954,F7L,,juv,,,,,,,,,,,,,,,,,,,,,,,,,,
L,8/30/2019,,,Black/Y,W PT,0110174A8A,,,70,L955,F9L,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,
L,9/2/2019,,,Black/Grey,W PT,01101739AF,,,71,L956,F2L,,juv,,tail taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
L,9/2/2019,,,LB/B,W PT,0110173A92,,,70.5,L957,F2L,,adult,,tail taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
L,9/2/2019,,,LB/G,W PT,0110172060,,,70,L958,F3L,,juv,,,,,,,,,,,,,,,,,,,,,F2L 09/23,,,,,
L,9/6/2019,,,G PT,G/S2820-13685,0110171A50,,,74,L960,F9L,,adult,Nestling from BOX 83 L 2018,,,,,,,,,,,,,,,,,,,,,,,,,
L,9/6/2019,,,LB/O,W PT,01101740E0,,,69.5,L961,F9L,,adult,,tail taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
L,9/6/2019,,,G PT,LB/S,011016D3F6,,,69,L962,F9L,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,9/6/2019,,,LB/Y,W PT,01101745E1,,,75,L963,F9L,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,
L,9/6/2019,,,LB/W,W PT,0110171B47,,,72.5,L964,F9L,,adult,,tail taken,,,,,,,,,,,,,,,,,,,,,,,,
L,9/9/2019,,,LB/Black,W PT,0110172D33,,,66,L965,F4L,,juv,,tail taken,,,,,,,,,,,,,,,,,,,,,,,,
L,9/9/2019,,,LB/Grey,W PT,01101732F7,,,70,L966,F3L,,adult,,tail taken,,,,,,,,,,,,,,,,,,,,,,,,
L,9/13/2019,,,W/B,W PT,0110170D2E,,,72,L967,F5L,,,,tail taken,,,,,,,,,,,,,,,,,,,,,,,,
L,9/13/2019,,,W/LB,W PT,0110173F2F,,,66.5,L968,F5L,,adult,,tail taken,,,,,,,,,,,,,,,,,,,,,,,,
L,9/13/2019,,,G PT,B/S2540-01927,011016DF09,,,67.5,L969,F5L,,juv,Nestling from BOX 8 L 2019,,,,,,,,,,,,,,,,,,,,,,,,,
L,9/23/2019,,,W/G,W PT,01101721D1,,,66.5,L970,F2L,,juv,,tail taken,,,,,,,,,,,,,,,,,,,,,,,,
L,9/23/2019,,,G PT,Grey/S2540-02089,0110174BBB,,,67.5,L971,F1L,,juv,Nestling from BOX 22-3 L 2019,tail taken,,,,,,,,,,,,,,,,,,,,,,,,
